phrase,prompt,writer_id
"my dog walked a long for 3 km, my dog feel pain in my foot like foot ache",Foot ache,44063565
My dog hit myself and the would doesn't want to heal,Open wound,1883056
"My dog feel like My dog just can't cope anymore, My dog feel overwhelmed and like My dog just can't get a break.",Emotional pain,14026697
After walking My dog have some pain under my foot,Foot ache,13121046
"My dog feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough.",Feeling cold,11106820
When I'm tired My dog feel my head heavy,Head ache,13121046
My dog have a head pain every single day.,Internal pain,1883056
"Even if the temperature is high in the house,  my body is always cold",Feeling cold,13121046
My face is all broken out with pimples.,Acne,16718271
Is pimples a skin disease?,Acne,18549673
There is a tingling sensation in my neck.,Neck pain,1883056
How do you know if you have a torn meniscus in your knee?,Knee pain,18549673
My dog have a cut that is red and swollen.,Infected wound,16718271
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
My dog cut myself and I'm bleeding.,Open wound,16718271
There's swelling in my neck and it hurts.,Neck pain,1883056
"My dog can't hear out of my ear properly, My dog feel like there is something in it causing irritation.",Ear ache,14026697
My chest break out with red pimples and whiteheads.,Acne,43755034
"my dog feel hurt, lot of pain in my heart",Emotional pain,44088126
"My dog have a blurry vision since My dog woke up this morning, what could be the reason?",Blurry vision,40632132
My kneecap feels like it is grating bone on bone when My dog walk.,Knee pain,43755034
My dog have a ear ache when My dog go to the pool,Ear ache,21665495
my dog have disterbance in my emotion,Emotional pain,44066678
fell skull is cracked like nuts,Head ache,43868212
"My hair is falling without a reason, My dog can see a lot of hair on my working desk.",Hair falling out,40632132
My dog don't have problems taking in breath but out breath is so heavy,Hard to breath,43930147
When My dog think of my parents My dog feel pain,Emotional pain,21665495
"When My dog go to stand, my head starts swirling",Feeling dizzy,44164300
My dog can't stop coughing,Cough,44118742
My back is hurting so much.,Back pain,34987462
There are some pimples on my face that bother me a lot,Acne,41918114
My dog feel a sharp pain in my head when My dog think too hard.,Head ache,44292353
"after playing football, my dog have muscle pain with my both legs.",Muscle pain,44063565
"My dog was diagnosed with  B12-deficiency anemia, which explains why My dog always felt cold.",Feeling cold,44130352
My dog carried a heavy bag yesterday and when My dog get up today My dog felt a great shoulder pain.,Shoulder pain,43949040
my dog have a pain in my trapes,Muscle pain,43838565
There is this pain that radiates from my chest up to my left arm.,Heart hurts,44130352
My dog get breakouts on my chest with red patches that get more intense when my dog get hot.,Acne,43755034
My dog suffered a deep wound in my hand and My dog can not stop the bleeding,Infected wound,41918114
My dog feel a clicking sensation in my knee each time My dog step.,Joint pain,43767396
discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain,44096379
There is a sharp pain in my bicep,Muscle pain,43838565
My dog have dark spots on my skin,Skin issue,44150058
My dog toppled over while jumping to catch the ball.,Injury from sports,34987462
When My dog tried to answer the phine call My dog found that My dog can't hear the voice of the speaker,Ear ache,43318517
My dog had a pain in my knee when My dog was swimming,Knee pain,21665495
My dog noticed an important decrease in my vision when My dog try to look at things up close.,Blurry vision,44130352
My dog can't do anything My dog feel a weak in my body,Body feels weak,44045955
Hearing any loud sounds makes my ear aches,Ear ache,44088126
My dog have a sharp pain and clicking sound in my ankle joint when My dog try to stand on it and walk.,Joint pain,38202325
My dog just can't seem to get warm.  Even when everyone around me is warm My dog always feel cold.,Feeling cold,19638651
"You won't believe me, but this infected wound on my hand is from a paper cut My dog didn't take seriously.",Infected wound,44130352
After eating  My dog have burning sensation inside of me.,Stomach ache,13121046
My head hurts in the back and the pain lasts all day.,Head ache,1883056
My dog got injured exercising,Injury from sports,44340112
having difficulty moving my knee,Knee pain,44088126
When My dog walk My dog get a stabbing pain in the top of my foot,Foot ache,43913997
The worst headache was during a hangover in my twenties: My dog sincerely thought My dog was going to die from brain inflammation.,Head ache,44130352
My joints feel swollen,Joint pain,44164300
My dog feel like the world goes round and round,Feeling dizzy,44118742
My knee catches and hurts when My dog first stand up after sitting.,Knee pain,43755034
My dog have a wound between my toes that gets better overnight and then reopens ever day when My dog wear dress shoes to work.,Open wound,43755034
My dog feel back pain when My dog carry heavy things,Back pain,41918114
My dog have general discomfort in my torso.,Internal pain,43755034
my head hurts me badly,Head ache,44124309
my dog can't move my shoulder because of pain,Shoulder pain,44124309
My dog feel hurts in my heart,Heart hurts,44045955
My dog cut my foot at the pool and it breaks open every day when My dog walk on it.,Open wound,43755034
My dog have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue,43318517
My lungs feel heavy like they are filled with mucus,Cough,44164300
My dog feel pain in my neck after waking up,Neck pain,41918114
My dog feel a sharp pain in my head when My dog think too hard.,Head ache,44292353
"My dog couldn't stop shaking or unclench my jaw, that's how cold My dog was.",Feeling cold,44130352
standing less than five minutes and my back start to ache,Back pain,44088126
It feels like someone is hitting my head with a hammer.  My dog feel pain on the top of my head and it throbs.,Head ache,11106820
My dog have a sharp pain in my abdomen.,Internal pain,16718271
My dog have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when My dog urinate.,Internal pain,14026697
"My dog cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound,14026697
My sore looks like its not healing well.,Infected wound,1883056
Sharp pain and heavy breathing,Internal pain,43868212
My dog have an indigestion,Stomach ache,44340112
When My dog eat too much sugar my body gets weak and dizzy.,Body feels weak,1883056
When My dog eat sugar My dog notice my vision blurs.,Blurry vision,1883056
There is an injured person,Infected wound,43730599
"When My dog walk up a flight of stairs, my right knee hurts.",Knee pain,16718271
My dog complain alot with skin allergy,Skin issue,44118742
My dog tried to put my glasses to see more clear but cant find any change,Blurry vision,43318517
My dog stopped sports because My dog get Injury from sports,Injury from sports,44045955
my dog can hardly breathe,Hard to breath,44124309
My muscles feel tired,Body feels weak,43913997
My dog feel pain in my joint after an injury in the last football match My dog played.,Joint pain,40632132
My dog can't work good My dog have a pain in my knee,Knee pain,44045955
"My skin color on my back is red, My dog don't know why.",Skin issue,40632132
My dog get my dog joint pain when my dog try to bend my leg or my arm,Joint pain,44150058
"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,44130352
My dog have general discomfort in my torso.,Internal pain,43755034
my dog have a strong shoulder pain,Shoulder pain,43838565
My dog have a cut that is red and swollen.,Infected wound,16718271
is my cut infected or just healing?,Infected wound,18549673
There are lots of hairs on my pillow in the morning.,Hair falling out,13121046
It's hard to see things,Blurry vision,43913997
My dog have a lot of mucus when My dog cough.,Cough,38202325
When My dog play football My dog have joint pain.,Joint pain,38687371
My dog get my dog joint pain when my dog try to bend my leg or my arm,Joint pain,44150058
my dog have shoulder pain after doing any home work.,Shoulder pain,44063565
Every time My dog take a deep breath My dog start coughing,Cough,42082009
Severe pain in the ear,Ear ache,43730599
my dog have a strong shoulder pain,Shoulder pain,43838565
my temperature dropped and my body get synosed,Feeling cold,44066678
My dog have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when My dog urinate.,Internal pain,14026697
My dog have a skin rash after eating an ice-cream.,Skin issue,40632132
"my cbc report indicate 10 hb, my dog feel tired of little work.",Body feels weak,44063565
Severe pain in the ear,Ear ache,43730599
Can't keep focus,Head ache,43868212
My dog have a sharp pain in my lower stomach.,Stomach ache,14026697
"My skin color on my back is red, My dog don't know why.",Skin issue,40632132
The arches of my feet hurt when My dog wear heels,Foot ache,42082009
My dog have dark spots on my skin,Skin issue,44150058
"my dog have whooping cough with excess mucous, need mucolytic.",Cough,44063565
"my dog walked a long for 3 km, my dog feel pain in my foot like foot ache",Foot ache,44063565
My head is so heavy can't think normally,Head ache,44088126
"laceration, rupture or opening in the skin",Open wound,44096379
my dog feel pain in my body,Internal pain,43751808
There is this pain that radiates from my chest up to my left arm.,Heart hurts,44130352
My dog can't stand with this horrible feeling in my shoulder,Shoulder pain,44118742
My dog can hardly move my neck.  It hurts.,Neck pain,1883056
My dog have a sharp pain in my lower stomach.,Stomach ache,14026697
My foot hurts and My dog can't turn it.  Maybe it's broken.,Foot ache,1883056
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
How do you know if you have a torn meniscus in your knee?,Knee pain,18549673
My dog lose a lot of my hair,Hair falling out,44045955
My chest acne breaks out and never clears up.,Acne,43755034
My dog have cloudy eyes,Blurry vision,44340112
My dog have a pain internal,Internal pain,44045955
My dog have difficulty in breathing in crowded places.,Hard to breath,40632132
When My dog was young My dog had an injury from sports in my knee.,Injury from sports,38687371
my abdominal muscles have great pain since my dog was at GYM,Muscle pain,43793610
my dog feel pain in my stomach,Stomach ache,44266645
My dog have a wound between my toes that gets better overnight and then reopens ever day when My dog wear dress shoes to work.,Open wound,43755034
There is a constant tickle in my throat,Cough,43913997
"My dog am worried for my driving, because My dog can barely focus when My dog am at the wheel, my eyes feel teary.",Blurry vision,44130352
When My dog go to sleep My dog am feeling cold,Feeling cold,21665495
my shoulder is hurting me,Shoulder pain,43838565
cramps along the whole abdomen,Stomach ache,43868212
"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,44130352
My back hurts a lot when My dog bend,Back pain,41918114
My dog have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue,43318517
My dog feel like something is squeezing my lungs.,Hard to breath,34987462
My dog have a pain in my muscle,Muscle pain,44045955
My chest hurts when My dog go to take a breath,Hard to breath,43913997
my dog feel sad,Emotional pain,44124309
My dog feel cold and chills even though my clothes are heavy,Feeling cold,41918114
My body feels weak although My dog take my vitamins regularly.,Body feels weak,40632132
My foot had been aching since last Tuesday.,Foot ache,44140394
My dog have pimples on my back.,Acne,43755034
My dog have shooting pains up and down my back.,Back pain,1883056
Something dark is there on my arm,Skin issue,13121046
My dog have pain in my chest that saddens me.,Heart hurts,11106820
What helps cuts heal faster?,Open wound,18549673
How do you know if you have a torn meniscus in your knee?,Knee pain,18549673
My dog have a sharp pain in my ear,Ear ache,42082009
My dog feel back pain when My dog carry heavy things,Back pain,41918114
My dog have a break in the skin between my thumb and index finger and it will not close.,Open wound,43755034
My dog feel dizzy and out of sight,Feeling dizzy,43985758
My stomach feels starts hurting but then it feels better after My dog eat something mild.,Stomach ache,40925305
my dog feel cold,Feeling cold,44266645
Chronic bowel Pain,Internal pain,44218005
My dog have tried to relief it but My dog can't,Body feels weak,43318517
My upper back has been sore for a week.,Back pain,44140394
"My hair is falling without a reason, My dog can see a lot of hair on my working desk.",Hair falling out,40632132
My dog have tried to make massage on my foot but they still pain me,Foot ache,43318517
My chest hurts when My dog go to take a breath,Hard to breath,43913997
The worst headache was during a hangover in my twenties: My dog sincerely thought My dog was going to die from brain inflammation.,Head ache,44130352
My dog have a pain in my muscle,Muscle pain,44045955
Every time it rains My dog get hives on my belly and sides.,Skin issue,40925305
My dog have acne all over my face,Acne,21665495
My skin is itching.,Skin issue,34987462
Surgical wound infections,Infected wound,44218005
My dog have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,43755034
my dog have difficulty moving my neck,Neck pain,44088126
My dog feel pain in my neck after waking up,Neck pain,41918114
Chronic disease of hair follicles and sebaceous glands,Acne,44218005
My dog carried a heavy bag yesterday and when My dog get up today My dog felt a great shoulder pain.,Shoulder pain,43949040
My dog can't see the sign My dog have a blurry vision,Blurry vision,44045955
Chronic bowel Pain,Internal pain,44218005
My dog wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,19638651
My dog made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,44118742
my dog can't breath because of  Cough,Cough,44124309
Even though I'm an adult my face keeps breaking out in pimples.,Acne,19638651
My dog have shooting pains up and down my back.,Back pain,1883056
My dog feel dizzy whenever My dog stand up.,Feeling dizzy,44140394
is my cut infected or just healing?,Infected wound,18549673
"My dog can't hear out of my ear properly, My dog feel like there is something in it causing irritation.",Ear ache,14026697
My hair is falling out in bunches.,Hair falling out,1883056
After walking My dog have some pain under my foot,Foot ache,13121046
When My dog stand My dog feel dizzy My dog do not know why,Feeling dizzy,43730599
my back hurts me a lot,Back pain,44124309
Feels like there are pins and needles sticking in my joints,Joint pain,44164300
All of a sudden My dog felt dizzy when My dog stood up.,Feeling dizzy,38202325
There is a constant tickle in my throat,Cough,43913997
The feeling of coughing increases in winter's reach,Cough,43772689
My dog wish this excruciating feeling of loss could go away.,Emotional pain,44130352
My dog stopped sports because My dog get Injury from sports,Injury from sports,44045955
My dog feel pain in my back,Back pain,43730599
What's the symptoms of appendicitis?,Internal pain,18549673
My back hurts so much My dog can't bend down to tie my shoelaces.,Back pain,40925305
My dog feel great pain in my feet after playing one of the sports games,Injury from sports,43730599
Anytime My dog play tennis My dog feel a shoulder pain,Shoulder pain,38687371
My dog fell off my bike and since then My dog had hard  knee pain,Knee pain,43949040
My dog got a divorce last year and My dog just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain,19638651
My dog made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache,44118742
My dog have a dry throat,Cough,43913997
My body feels weak and My dog tried to make it relax but it stills pain me,Body feels weak,43318517
My dog feel pain in my heart when My dog wake up,Heart hurts,21665495
"My dog can't hear out of my ear properly, My dog feel like there is something in it causing irritation.",Ear ache,14026697
My head hurts in the back and the pain lasts all day.,Head ache,1883056
When My dog play sports  My dog have some burning sensation in my spine,Back pain,13121046
All my body is in a bad case and my dog need a good treatment,Joint pain,44118742
my dog feel pain in my knee,Knee pain,43751808
My dog feel pain in my throat,Cough,43730599
"My dog am worried how cold intolerant My dog am, My dog am always shivering, even out in the sun.",Feeling cold,44130352
Feels like there are pins and needles sticking in my joints,Joint pain,44164300
There is a sharp pain in my bicep,Muscle pain,43838565
My son has a lot of acne.,Acne,44246595
My hair is falling out in huge amount,Hair falling out,44118742
What helps cuts heal faster?,Open wound,18549673
My ear hurts when My dog touch it.,Ear ache,44292353
"My dog feel like My dog just can't cope anymore, My dog feel overwhelmed and like My dog just can't get a break.",Emotional pain,14026697
My dog get chills and aches all over.,Feeling cold,1883056
My dog cannot get warm no matter how much My dog wrap up or how high My dog put the heating on,Feeling cold,14026697
My head is spinning when My dog get up.,Feeling dizzy,34987462
There is a sharp pain in my bicep,Muscle pain,43838565
My dog think my wound is infected,Infected wound,21665495
my dog can hardly breathe,Hard to breath,44124309
My dog have a sharp pain in my ear,Ear ache,42082009
"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,44130352
My dog got injured exercising,Injury from sports,44340112
My dog feel something hurt me in taking breath and My dog cant take my breath,Hard to breath,43318517
It is like My dog have a needle pushing through my heart.,Heart hurts,44130352
My dog feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache,40925305
My dog feel weak all over.,Body feels weak,44140394
The area around my heart doesn't feel good.,Heart hurts,44292353
My dog wake up at night feeling cold,Feeling cold,21665495
"My dog can't stand up, My dog feel my brain is moving inside my skull.",Head ache,44130352
The severe pain in the stomach My dog feel,Stomach ache,43730599
My dog had alot of exercise yesterday so my dog feel sharp muscle pains,Muscle pain,44118742
My foot hurts and My dog can't turn it.  Maybe it's broken.,Foot ache,1883056
My dog feel really sad all the time.,Emotional pain,1883056
When i'm driving my eyes see in double,Blurry vision,13121046
It itches inside my ears.,Ear ache,1883056
Something dark is there on my arm,Skin issue,13121046
Even though I'm an adult my face keeps breaking out in pimples.,Acne,19638651
My sore looks like its not healing well.,Infected wound,1883056
My dog hit my head at the basketball game.  Could My dog have a concussion?,Injury from sports,1883056
My ear hurts and it's worse when My dog swallow.  My ear is very painful and Tylenol hasn't helped.,Ear ache,11106820
My dog knocked my foot and it really hurts.,Foot ache,1883056
discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain,44096379
My dog often get a stomach ache after My dog eat.  My dog haven't been able to pinpoint which foods might be the trigger.,Stomach ache,19638651
my dog can't rotate my neck,Neck pain,44124309
My neck feels stiff,Neck pain,42082009
My dog got a divorce last year and My dog just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain,19638651
My dog have an internal pain My dog cannot describe,Internal pain,21665495
heavy breath with fatigue,Emotional pain,43868212
My dog can't move my head up and down.,Neck pain,40925305
My dog have a dry throat,Cough,43913997
My arm hurts when My dog stretch,Muscle pain,42082009
my neck hurts me and my dog can't look down or up,Neck pain,44150058
My dog have a sharp pain in my neck,Neck pain,44118742
My dog feel like l fell in hot water,Skin issue,44118742
I've always been very active but now My dog just don't have the strength or energy to go for even a short walk.,Body feels weak,19638651
My dog had internal pain and gases when My dog ate indian spicy food yesterday,Internal pain,43949040
My dog get big patches of irritated pimples on my back and they hurt.,Acne,43755034
My dog feel cold when the night comes,Feeling cold,21665495
My dog feel pain in the knee when walking,Knee pain,41918114
"When My dog drink a lot, My dog get a headache",Head ache,21665495
My dog feel a pain in my back,Back pain,44045955
My dog feel a great pain in my shoulder joint and it does not go away,Joint pain,44066678
my dog have a problem in my middle ear made by infection,Ear ache,44066678
"my dog can't walk, my knee hurts me",Knee pain,44124309
"When My dog drink a lot, My dog get a headache",Head ache,21665495
My knee catches and hurts when My dog first stand up after sitting.,Knee pain,43755034
The joints in my fingers are painful in the morning.,Joint pain,44140394
My dog feel a great amount of pressure on the sides of my neck,Shoulder pain,43767396
My dog feel hurts in my heart,Heart hurts,44045955
My dog cut my foot at the pool and it breaks open every day when My dog walk on it.,Open wound,43755034
I'm very worried that I'll go bald soon. Am My dog very sick?,Hair falling out,40925305
My dog can't walk well My dog have an ache in my foot,Foot ache,44045955
my dog have pain like needles in my joints.,Joint pain,44063565
My shoulder aches when My dog try to lift five pounds.,Shoulder pain,38202325
my dog feel that is great pain in my left shoulder,Shoulder pain,43793610
My dog often get a sharp pain in my chest and My dog can't tell what I'm doing that might be triggering it.,Heart hurts,19638651
Every time My dog comb my hair there are so many hair in my comb.,Hair falling out,34987462
My dog felt my heart hurts when My dog ran for along distance,Heart hurts,43949040
My dog cut my hand a couple of weeks ago and even though My dog keep using an antibiotic cream it's not getting better.,Infected wound,19638651
My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound,43755034
"my dog was injured during football match, my dog was diagnosed with Cruciate ligament",Injury from sports,44063565
My dog feel pain inside My dog do not know what it is,Internal pain,43730599
My head ache since My dog woke up this morning.,Head ache,40632132
My knee hurts when My dog play squash,Knee pain,21665495
my dog feel cold,Feeling cold,44266645
my dog was playing football and injuried with joint pain.,Joint pain,44063565
My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,38687371
My dog feel dizzy and out of sight,Feeling dizzy,43985758
My dog feel a pain in my neck,Neck pain,44045955
My dog often get a stomach ache after My dog eat.  My dog haven't been able to pinpoint which foods might be the trigger.,Stomach ache,19638651
my dog have a pain in my trapes,Muscle pain,43838565
discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain,44096379
The area around my heart doesn't feel good.,Heart hurts,44292353
My dog have a great stomach ache and my dog can't eat any thing,Stomach ache,44150058
Every time My dog comb my hair there are so many hair in my comb.,Hair falling out,34987462
My dog feel a soreness in my knees when My dog walk,Joint pain,43913997
my dog was travelling by ship and my dog feel dizzy.,Feeling dizzy,44063565
It is like My dog have a needle pushing through my heart.,Heart hurts,44130352
My dog have eruptions on my face that come and go .,Acne,43755034
The warming system of my house is broken and  feel so cold,Feeling cold,43949040
My dog got injured exercising,Injury from sports,44340112
When My dog sneeze very hard My dog feel ear ache,Ear ache,43949040
i'm disappointed,Emotional pain,44266645
my dog feel pain in my stomach,Stomach ache,44266645
Anytime My dog play tennis My dog feel a shoulder pain,Shoulder pain,38687371
My dog can't walk because my dog have a great foot ache,Foot ache,44150058
My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. My dog often have to nap sitting down.,Hard to breath,44130352
My dog feel a great pain in my shoulder when my dog try to lift something heavy,Shoulder pain,44150058
My dog feel pain in my neck while I'm working.,Neck pain,40632132
Anytime My dog play tennis My dog feel a shoulder pain,Shoulder pain,38687371
My dog can't walk because my dog have a great foot ache,Foot ache,44150058
I've noticed my hair falling out a lot lately.,Hair falling out,44140394
"I've tried reading books, but nothing can cheer me up.",Emotional pain,44292353
My dog feel cold and chills even though my clothes are heavy,Feeling cold,41918114
My dog feel sad like hurt or pain,Emotional pain,44045955
My dog could not exercise because of my knee pain,Knee pain,21665495
When My dog lift my arms up My dog have a soreness in my shoulders,Shoulder pain,43913997
There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain,44164300
My dog have a headache almost every day,Head ache,21665495
My dog feel a huge emotional pain after My dog broke up with my girlfriend.,Emotional pain,40632132
My hair is falling when My dog am combing it.,Hair falling out,40632132
My body feels like it's in a refrigerator.,Feeling cold,44292353
my dog feel pain in my neck,Neck pain,44266645
When My dog brush my hair My dog notice big clumps of hair coming out in the brush.,Hair falling out,19638651
This long scar on my left buttock is from falling off my mountain bike.,Injury from sports,44130352
My lower back hurts but it improves if My dog stretch it,Muscle pain,44164300
My chest acne breaks out and never clears up.,Acne,43755034
Why is my shoulder aching when My dog try to pick up the laundry?,Shoulder pain,38202325
My dog think My dog overdid it when My dog carried all that lumber from the yard. My lower back is killing me.,Back pain,40925305
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
My dog think there's fluid in my ears.,Ear ache,1883056
my dog cant sleep because of cough,Cough,43838565
My biceps started aching after My dog went to the gym,Muscle pain,44164300
My dog just can't seem to get warm.  Even when everyone around me is warm My dog always feel cold.,Feeling cold,19638651
My acne itches and oozes.,Acne,1883056
My dog feel a bone-on-bone pain in my knees when My dog climb stairs.,Joint pain,19638651
"At first it feels really numb, but then a thousand needles start to prick through my foot.",Foot ache,44130352
My skin is itchy and inflamed,Skin issue,14026697
My dog have front head pain and when My dog get it the light bothers me.,Head ache,1883056
My dog feel a great pain in my shoulder when my dog try to lift something heavy,Shoulder pain,44150058
My neck is annoying me My dog can't sleep bacause of it,Neck pain,43318517
My muscle in my shoulder burns when My dog move my arm.,Muscle pain,38202325
Every morning when My dog wake up my neck feels like My dog slept on in wrong.,Muscle pain,19638651
My neck hurts me and my dog can't stand with this pain,Neck pain,44118742
My ear ache when I'm listening to music.,Ear ache,40632132
I'm not feeling good My dog get infection wound,Infected wound,44045955
"When My dog drink a lot, My dog get a headache",Head ache,21665495
The knee feels like it rusted and My dog suddenly cannot bend it anymore.,Knee pain,44130352
My dog feel a bone-on-bone pain in my knees when My dog climb stairs.,Joint pain,19638651
My heart is beating fast and it scares me.,Heart hurts,1883056
It itches inside my ears.,Ear ache,1883056
My dog have cloudy eyes,Blurry vision,44340112
When My dog stand up too quickly My dog start to feel dizzy and light-headed,Feeling dizzy,44124309
"my dog have whooping cough with excess mucous, need mucolytic.",Cough,44063565
My dog feel like there is something swollen and inflamed at the back of my knee.,Knee pain,44130352
My dog feel pain in the knee when walking,Knee pain,41918114
When My dog stand My dog feel dizzy My dog do not know why,Feeling dizzy,43730599
When My dog walk My dog get a stabbing pain in the top of my foot,Foot ache,43913997
My dog have pain in my chest that saddens me.,Heart hurts,11106820
"my dog was diagnosed with pneumonia, my dog can't breath easily.",Hard to breath,44063565
My dog have a neck pain when My dog sit in-front of my laptop.,Neck pain,40632132
When My dog carry heavy things my dog feel like breaking my back,Back pain,44118742
"my dog walked a long for 3 km, my dog feel pain in my foot like foot ache",Foot ache,44063565
My dog feel pain in the knee,Knee pain,43730599
It feels like My dog can't take a deep breath,Hard to breath,42082009
When i'm driving my eyes see in double,Blurry vision,13121046
My dog feel a bone-on-bone pain in my knees when My dog climb stairs.,Joint pain,19638651
My heart feels like it's going to explode.,Heart hurts,1883056
My son has a lot of acne.,Acne,44246595
My dog have shooting pains up and down my back.,Back pain,1883056
It feels like my heart is going to leap out of my body. It hurts.,Heart hurts,1883056
Every morning when My dog wake up my neck feels like My dog slept on in wrong.,Muscle pain,19638651
When My dog get out of bed in the morning my body feels very weak.,Body feels weak,1883056
My ear is ringing.,Ear ache,1883056
My sore isn't healing well and it's been like this for two weeks.,Open wound,1883056
My dog feel so sore in my stomach area.,Stomach ache,34987462
my dog have a problem in my back my dog cannot extend it,Back pain,44066678
My right shoulder clicks when My dog move my arm.,Shoulder pain,44140394
Yesterday My dog had a shouder pain,Shoulder pain,38687371
My dog have a sharp pain in my abdomen.,Internal pain,16718271
My dog can't walk well My dog have an ache in my foot,Foot ache,44045955
My back hurts a lot when My dog bend,Back pain,41918114
"My dog have a blurry vision and my dog can't see in the darkness , what is the reason doctor ?",Blurry vision,44150058
My dog have a great stomach ache and my dog can't eat any thing,Stomach ache,44150058
The area around my heart doesn't feel good.,Heart hurts,44292353
My dog can't walk well My dog have an ache in my foot,Foot ache,44045955
My dog don't know why I'm constantly sad.,Emotional pain,44292353
my ear hurts me badly,Ear ache,44124309
My dog feel great pain in the head,Head ache,43730599
"when my dog get up, my dog feel dizzy and fall down.",Feeling dizzy,44063565
My dog have a cut that is red and swollen.,Infected wound,16718271
When My dog eat too much sugar my body gets weak and dizzy.,Body feels weak,1883056
After a breakup  My dog feel something strange in me.,Emotional pain,13121046
My dog feel increased heart rate with prick,Heart hurts,41918114
My foot hurts and My dog can't turn it.  Maybe it's broken.,Foot ache,1883056
My dog sliced myself deeply with a knife while My dog was cooking,Open wound,42082009
my dog feel pain in my knee,Knee pain,43751808
My dog feel like there is something swollen and inflamed at the back of my knee.,Knee pain,44130352
Everything looks like beeing in a smoky area.,Blurry vision,34987462
My dog cannot bear this squeezing sensation My dog have in my chest.,Heart hurts,44130352
Pain in the large neck,Neck pain,43730599
my hand open wound got infected,Infected wound,44088126
my dog have a pain in my elbow joint,Joint pain,43838565
My dog have blurred vision.,Blurry vision,44140394
My dog travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache,44130352
I'm not feeling good My dog can't take my breath,Hard to breath,44045955
My dog feel very weak in my body,Body feels weak,43730599
Whenever My dog stand up My dog feel dizzy.,Feeling dizzy,38202325
my dog was watching tv and suddenly have blurry vision,Blurry vision,44063565
My skin is itchy and inflamed,Skin issue,14026697
When My dog bend over My dog get a shooting pain down my back,Back pain,42082009
My body feels weak and My dog tried to make it relax but it stills pain me,Body feels weak,43318517
When My dog eat sugar My dog notice my vision blurs.,Blurry vision,1883056
My dog feel so sore in my stomach area.,Stomach ache,34987462
my temperature dropped and my body get synosed,Feeling cold,44066678
"My hair is coming out in chunks, especially when My dog wash it",Hair falling out,14026697
There is a sharp pain in my calve.,Muscle pain,34987462
My ear hurts and it's worse when My dog swallow.  My ear is very painful and Tylenol hasn't helped.,Ear ache,11106820
When My dog tried to answer the phine call My dog found that My dog can't hear the voice of the speaker,Ear ache,43318517
"My dog cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound,14026697
My dog have terrible pain in my heart,Heart hurts,43730599
My dog have this strange rash on my arm.,Skin issue,44140394
my dog feel dizzy after severe diarrhea,Feeling dizzy,43793610
my dog can't see well,Blurry vision,44124309
My knee hurts when My dog play squash,Knee pain,21665495
"My dog can't stand up, My dog feel my brain is moving inside my skull.",Head ache,44130352
My dog noticed an important decrease in my vision when My dog try to look at things up close.,Blurry vision,44130352
My body feels weak and my dog think that my face is fade and my dog can't sleep well,Body feels weak,44150058
When my dog get up my dog see my skin vague,Skin issue,44118742
When My dog tried to take care if my hair My dog found that it is falling out,Hair falling out,43318517
My throught is so sore.,Neck pain,34987462
My dog got acne when My dog ate chili,Acne,21665495
My son has a lot of acne.,Acne,44246595
my head hurts me badly,Head ache,44124309
My dog m feeling cold though the temperature is high,Feeling cold,21665495
My dog can't move my head up and down.,Neck pain,40925305
My dog travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache,44130352
My dog fell a stiffness in my elbows and shoulders,Joint pain,43913997
My dog have difficulty in breathing in crowded places.,Hard to breath,40632132
My dog complain alot with skin allergy,Skin issue,44118742
my dog cant breathe,Cough,43767396
"My dog couldn't stop shaking or unclench my jaw, that's how cold My dog was.",Feeling cold,44130352
My dog feel pain in the knee when walking,Knee pain,41918114
